date,time,text,nearest_match,match_result,source
2024-07-13,14:46:00,"?? TRANSFER offiziell ?

???? Ciro Immobile ?? #Besiktas ??",Tournament window,,euro2024_domain
2024-07-13,15:01:00,"?????? Berlin awaits. 

#EURO2024",Tournament window,,euro2024_domain
2024-07-13,15:03:00,"Suriye, masaya oturmak için Topraklar?m?zdan çekilin ?art?n? ko?uyor. Ayr?ca ÖSO, HT? ve di?er örgütleri kastederek, terörist gruplarla mücadele edilmesini istiyor. Özetle Bunlar? desteklemeyin diyor.",Tournament window,,euro2024_domain
2024-07-13,15:19:00,"? No referee. No game. We are all on the #SameTeam.

Elite referees and football greats discuss the impact of physical and mental abuse on referees and how it affects football. 

?? Watch now on #UEFAtv: ??

@EURO2024 | #EURO2024",Tournament window,,euro2024_domain
2024-07-13,15:34:00,"Buras? ?zmirin göbe?i Alsancak.
?ki insan sa?anak ya???ta caddede yürürken elektrik kaça??na kap?l?p can veriyor.
Bu kadar ucuz mu?
Buna kaza diyebilir miyiz?
Bu cinayettir. 
Bas?n be? y?l önce Çözüm için illa biri mi ölmeli diye yazd??? halde birilerinin ölmesini beklemi?ler.",Tournament window,,euro2024_domain
2024-07-13,15:40:00,?? Amadou #Onana to #AstonVilla is HERE WE GO done. £50m fee. Five-year contract. (Source: Fabrizio Romano ) #PremierFootball,Tournament window,,euro2024_domain
2024-07-13,16:18:00,"? #EURO2024 Final-Countdown ??

?? ???? @SEFutbol ?? @England ??????????????

#ESPENG | #ESP | #ENG",Tournament window,,euro2024_domain
2024-07-13,16:30:00,"Come on England, get the shots in??

Get 50/1 for England to have a shot against Spain in the #EURO2024 final
 
Claim here: tinyurl.com/BB50to1-Shot

18+ New Customer Offer, T&C's Apply, BeGambleAware | #ad",Tournament window,,euro2024_domain
2024-07-13,16:38:00,??? Find out how UEFA is investing in a greener future for German football beyond #EURO2024,Tournament window,,euro2024_domain
2024-07-13,17:04:00,"Sasha Mngomezulu showed lack of experience there, unnecessary throw in while the ball was going out anyway and throw in to Springboks ????????",Tournament window,,euro2024_domain
2024-07-13,17:19:00,"???? ?????????????? Williams, Saka, Cucurella, Foden and more...

UEFA's team of technical observers analyse the key tactics that have helped take Spain and England to Sunday's #EURO2024 final: ??",Tournament window,,euro2024_domain
2024-07-13,17:30:00,"????This evening at #CopaAmerica2024 looks very promising as Canada and Uruguay play for bronze ??, if you are interested, dive into my analysis?? and bet! 

Moreover, tommorow is the great final of #EURO2024, so please stay tuned one more day!

But now, lets talk about copa

CANADA ???? - ???? URUGUAY 
??13.07.2024
??8:00 pm MST (UTC-4) 
???Bank of America Stadium, Charlotte (North Carolina)

The message from the camp of Canada, the brilliant representative of North America at Copa America 2024, is quite clear: we did more, says the American coach of the Maple Leaf team, J. Marsch, than was expected of us, and at the same time we were treated as second-class citizens during the tournament: Ciudadanos de Segunda Clase. The issue primarily refers to the lack of reaction of the tournament organizers to racist harassment from the stands against Canadian players. In turn, Uruguay is a huge loser of Copa America 2024, probably even bigger than Brazil, because the potential of Le Celeste is literally enormous (top players from top leagues, a lot of experience). If their coach Marcelo Bielsa can convince his players that it is easier to accept defeat now than during the World Cup, then Uruguay can win even by a few goals.
My choice: Uruguay full time ????

Give comments & opinions??",Tournament window,,euro2024_domain
2024-07-13,17:36:00,1 thing I like abt rugby is this ??????????????????. Give me any sport I'll show how to milk it ??????,Tournament window,,euro2024_domain
2024-07-13,19:05:00,"24 ???? ???
#Euro2024",Tournament window,,euro2024_domain
2024-07-13,19:06:00,"??? ???????? ????? ??????? 
?? ?????? ??????? ????????
#Euro2024",Tournament window,,euro2024_domain
2024-07-13,19:28:00,"?? ?? ??? ?????? ?
#Euro2024",Tournament window,,euro2024_domain
2024-07-13,19:49:00,"??????? ???????? ??? ?????? ???? ??????? ?? ??? ???? ????????? ?? ?????? ??????? ???? ?? ???? ???? ?? ?? ????? ???? ????? ???? ???? ?? ??? ??????? .
???? ????? ????
#Euro2024",Tournament window,,euro2024_domain
2024-07-13,20:20:00,Elektrik kaça??n?n oldu?u yerdeki mazgaldan daha önce dumanlar?n ç?kt??? görüntüler güvenlik kameras?nda,Tournament window,,euro2024_domain
2024-07-13,20:34:00,"Get 50/1 for England to have a shot against Spain in the #EURO2024  final
 
Claim here: tinyurl.com/BB50to1-Shot

18+ New Customer Offer, T&C's Apply, BeGambleAware | #ad",Tournament window,,euro2024_domain
2024-07-13,22:22:00,"?? ??? ?????? ???? ??? ????? ?
#Euro2024",Tournament window,,euro2024_domain
2024-07-13,22:24:00,"Trumpa ate? aç?ld?..

Pensilvanya'daki mitinginde ba??na isabet eden bir ?ey olabilir..",Tournament window,,euro2024_domain
2024-07-13,22:26:00,"?????? ????????? ?? ????? 
#Euro2024",Tournament window,,euro2024_domain
2024-07-13,22:45:00,I fully endorse President Trump and hope for his rapid recovery,Tournament window,,euro2024_domain
2024-07-13,23:44:00,"COME ON BOYS!!!! Spain is clearly a VERY good team,the best team at this tournament so far imo, so we MUST play our BEST game of this #EURO2024 like we played the first half of the semis so PLEASE come ready to go from start to finish boys #ThreeLions ??????????????????????",Tournament window,,euro2024_domain
2024-07-13,23:57:00,"And there was VERY few Trump supporters who called out the violence in 2020,they celebrated it all over social media, Republicans in Congress called it out at the time but that changed in the days after as they kissed the Trump ring and renounced their outrage",Tournament window,,euro2024_domain
2024-07-13,23:57:00,"But I dont have sympathy for Trump himself,its laughable to see the outrage from the right right now but where was their outrage at the political violence that occurred by THEIR supporters in 2020 when they violently tried to STEAL the election???? Ya exactly",Tournament window,,euro2024_domain
2024-07-13,23:57:00,"I dont know how ANYONE can be surprised this happened,Im SHOCKED it didnt happen YEARS ago because the amount of hate he spreads and violence he wants his supporters to do has infuriated soooooooooooo many ppl, so I dont feel sorry for him but I do for his supporter who died",Tournament window,,euro2024_domain
2024-07-13,23:57:00,"Its HEARTBREAKING that someone innocent died, but Trump is the reason this happened 100000% so dont even try to say otherwise cause thats bullshit,he creates hatred and violence EVERY time he speaks,so Im sending prayers to the family of the supporter who died thats so sad",Tournament window,,euro2024_domain
2024-07-13,23:57:00,"Listen, political violence should be UNACCEPTABLE but if youre going to call this out then you shouldve called out the violence Trump supporters unleashed on Capital police officers and Biden supporters during the 2020 insurrection otherwise youre a hypocrite",Tournament window,,euro2024_domain
2024-07-14,00:08:00,Happy birthday to my @ManUtd star lets go win the #EURO2024 tomorrow my friend,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,00:10:00,"Its amazing to see how big of a fucking idiot youve become, Im sure youve lost A LOT of people in your life with who youve become now, please go get help, you need it DESPERATELY",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,00:13:00,"Trump is a moron and he brought this on himself, Im truly heartbroken for the innocent person who died but I dont have sympathy for Trump hes done A LOT of things to create the political violence thats now happening since 2015",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,00:23:00,"22 KONÉ WITH THE INCREDIBLE!! WE ARE LEVEL!

An overhead kick off the second phase of our corner gets us on the board!

???? 1-1 ????
#CANURU #CopaAmerica",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,00:27:00,Oh ok lol ?? I was like wtf? hahaha,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,00:37:00,"Hes like that ?? //
Il est comme ça ??

#CANMNT #CopaAmerica",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,00:38:00,"I dont condone this violence whatsoever, but lets also not try and bullshit this, Trump brought this on himself,the DISGRACEFUL and DISGUSTING things hes said since 2015 has cause this hatred and violence and he doesnt care what the cost is its all about himself",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,00:42:00,WHAT A GOOOOOOOOOOOOOOOAL #canmnt #CopaAmerica,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,00:43:00,"OMG he MUST score there, hes gotta head that into the back of the net #CopaAmerica",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,00:44:00,"42 - SO CLOSE! Ahmed does great to wriggle free and pick a perfect cross to Tani who puts his header just off target ?????

???? 1-1 ????
#CANURU #CopaAmerica",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,00:44:00,OMG Osorio you MUST bury that HOW do you miss that FML #CopaAmerica,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,00:45:00,"44 - HOW HAS THAT STAYED OUT?! Another brilliant move sees Oso in alone. Hes stopped initially and his headed follow is cleared off the Uruguayan line. We keep pushing!!!

???? 1-1 ????
#CANURU #CopaAmerica",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,00:46:00,"We should be ahead 3-1 or at least 2-1 weve gotta bury BOTH of those chances boys, hopefully they dont bite us in the ass by the end of this one cause those are the chances you dream of #CopaAmerica",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,00:47:00,Thats another MUST score boys ugh lets hope it doesnt bite us in the ass by the end cause those are the chances that you have to make good on #CopaAmèrica,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,00:49:00,Absolutely STUNNING goal #CopaAmèrica,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,00:52:00,"Strong showing through 45 ??  

#CANMNT #NoFearAllFight",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,01:04:00,"THANK GOD i live in Canada, Im truly VERY blessed",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,01:14:00,"Were playing REALLY good right now so keep it up boys, keep pushing a goal feels like its coming so dont let up boys #CopaAmèrica #CANURU",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,01:15:00,"A first half full of moments! //

Une première mi-temps pleine de rebondissements !

#CANMNT #CopaAmerica",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,01:18:00,Watch out for Suarez he might bite you #canmnt #CopaAmèrica #CANURU,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,01:20:00,"OMG all of these missed chances keep adding up, we absolutely should be in front without a doubt, remember it goes straight to penalties, which is stupidity @CopaAmerica needs to change that its stupid to not have extra time #CopaAmèrica #CANURU",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,01:21:00,"62 - Our first sub of the match:

Phonzie enters for AJ.

???? 1-1 ????
#CANURU #CopaAmerica",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,01:22:00,"He MUST score there, thats 3 chances that must go into the back of the net, we should at least be ahead 3-1 and foolishly we go straight to penalties so missing those really hurt but keep pushing dont get discouraged boys #CopaAmèrica #CANURU",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,01:33:00,"Koné is a star I cant wait to watch him progress over the next couple of years heading into the World Cup, he has soooooooooooooooo much potential #CopaAmèrica",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,01:38:00,@CANMNT_Official GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOAL DAVID BABBBBBBBBBBBBBBY #CopaAmèrica,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,01:39:00,"80 - JOHNNY ON THE SPOT!! WE LEAD!

???? 2-1 ????
#CANURU #CopaAmerica",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,01:40:00,WOOOOOOOOOOHOOOOOOOOOO WHAT A RUN by Koné absolutely BRILLIANT and THANK GOD David was there #CopaAmèrica #CANURU ????????????????,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,01:50:00,COME ON BOYS #CopaAmerica,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,01:50:00,WHAT A SAVE #CopaAmerica,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,01:51:00,Absolutely GUTTED we shut off for ONE minute and it cost us the game FML #CopaAmerica,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,01:51:00,We blew it #CopaAmerica,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,01:52:00,I CANNOT believe we allowed that to happen we had TWO minutes to finish now we have to go to penalties like FML #CopaAmerica,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,01:54:00,I CANNOT stand Suarez hes dirty and dives constantly so it just had to be him smh #CopaAmerica,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,01:55:00,"FML here we go, I cant believe we blew the lead you cant turn off at ANY moment and we did it ugh #CopaAmerica",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,01:57:00,"We look shell shocked and thats not good heading into penalties, just heartbroken #CopaAmerica",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,01:58:00,"Youve gotta be kidding me, Suarez is complaining about the coin flip like are you a moron? smh #CopaAmerica",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,01:59:00,"???? - ?
???? - ?

David scores, Uruguay convert as well.

#CANURU #CopaAmerica",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,02:04:00,"Wow Koné with a horrible kick, far too many stutters FML #CopaAmerica",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,02:05:00,"Koné with a really bad one, far too many stutter steps just go for it #CopaAmerica",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,02:07:00,"Damn, Davies with a bad penalty too, ugh heartbroken #CopaAmerica",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,02:08:00,"Ugh soooooooooooooo heartbroken but Im soooooooooooooooooo PROUD of this team, we outplayed them and deserved to win we just shut off for ONE second but weve learned A LOT in this #CopaAmerica so I couldnt be more PROUD of this team #CANMNT ????????????????????????",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,02:13:00,"Canada finish top 4 at the 2024 Copa America.

#CANMNT #NoFearAllFight",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,02:14:00,"Who do you knw that can 3 wins in a row from 3 different sports? Lol it can only be me alone ????????????????????????????. I'm gonna bring back Sunday-Rush with Malusi starting today, are you ready?
#BendTheknee",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,02:27:00,"Okay this is too risky because Rose is the most boring fighter I've ever seen, but Tracy struggled with her weight cut yesterday, I dnt think she's 100%. 
#UFCDenver",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,02:39:00,"With a fantastic box-to-box performance, including a wonder goal, Ismaël Koné earns tonights @GatoradeCanada Performance of the Match.

#CANMNT #CopaAmerica",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,03:04:00,"Im sooooooooooooooo PROUD of this team,what we accomplished in our first EVER @CopaAmerica is truly REMARKABLE!! to finish 4th place is something I cant even begin to describe how PROUD I am of, we will learn from this and only get better boys #CopaAmerica #NoFearAllFight ????????",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,03:06:00,So EVERY player should also be sooooooooooooooo PROUD of what they accomplished weve taken so many positive steps and I cant wait to see how much we grow over the next 2 years heading into the World Cup so BRAVO BOYS ?????????????????????????? #CopaAmerica,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,03:07:00,"Hes a rising start in the making, Koné is going to be a special player so hold your head high the best is yet to come #CopaAmerica",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,03:08:00,"Made a country believe and you can believe this is just the beginning ????

--

Ils ont fait croire à un pays... et vous pouvez croire que ce n'est que le début ????

#CANMNT #NoFearAllFight #SansPeurAvecCourage",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,03:21:00,Hahaha the man wants performance bonus for this shitty performance ?????????? what a clown,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,03:27:00,"Canada concludes Copa America debut with fourth place
?? bit.ly/4cR3i1C ??",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,03:27:00,I won't be surprised since Rose is so boring and I used to like her but at bottom of my list,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,04:04:00,"Damn this dude can cry ??????????, he run out of tears ????????????????",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,04:05:00,Unless you want him to cry nonstop ??????????????,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,04:09:00,So the man is gonna cry whole night? ??????????,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,04:10:00,"It's not a 2 weeks notice, he fought 2 weeks ago and won..",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,04:11:00,?????? just wait until he beat a ranked opponent,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,04:12:00,"Just wait until he wins against a ranked opponent, bhe will cry the whole week ??????",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,04:14:00,10 days how? You can't count fights from the contender during the week plus UFC fights,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,04:16:00,"Dat record doesn't count, 1 fight was during the week on the contender",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,04:17:00,"That record was on contender during the week, it shouldn't count",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,04:40:00,"Rose just needs a proper coach,or else she'll never be champ again",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,04:43:00,"After beating Zhang twice ,Rose ñever been the same ,,all her fights after that have been boring as hell",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,04:55:00,Don't bother to follow again,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,05:00:00,"Spain. England.

Who's taking home the ?? in Berlin?

#EURO2024 | @bookingcom",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,05:03:00,Rose will never be a champ ever again,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,05:36:00,I've been saying that bro,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,05:36:00,Never she's too boring now,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,05:37:00,Rose is the most boring fighter lately,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,05:38:00,"So true bro, most especially Rose",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,05:40:00,"Too much boring ever since she won twice again Zhang, she's been boring",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,05:41:00,Rose is boring now,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,05:44:00,I'm done with her as well,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,05:44:00,"I'm with watching Rose, most boring fighter",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,06:26:00,"Matchday

???? v ??????????????
?? Olympiastadion Berlin
21:00 CET

No words needed. 

??????

#EnglandSpain
#Euro2024 #ThreeLions",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,07:00:00,"#EURO2024 Matchday! ??????

#ESPENG | #ESP | #ENG",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,07:25:00,"Good morning, any plans today?

#EURO2024",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,07:31:00,"2?9? - Happy Birthday, @SergeGnabry ??????????

?? in 2020: ???? #Gnabry ?? ????

#HBD | #NationsLeague | @DFB_Team | @DFB_Team_EN",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,08:09:00,"?? In Berlin for the #EURO2024 final?

Everything you need to know about the city, the stadium, matchday travel and the official fan zone: ??",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,08:39:00,"Today is the day folks!!

Come on lads, bring football home and make us some money in the process!!

Todays plan:

?????????????? England vs Spain bet builders
?? Crossmatch Buildabet
?? Best offers and boosts

Smash LIKE ?? if you want the bets!",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,08:58:00,"Serhan Asker (@Serhan_Asker) sordu! Halk TV Yönetim Kurulu Ba?kan? Cafer Mahiro?lu'nun (@cafermahiroglu), Meryem Göktepe (@Meryemce_34) ile çocukluk an?lar? dinleyenleri hüzünlendirdi!

???? Devam? YouTube'da: yewtu.be/Adiy2hRVnlI",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,09:01:00,"3?2? - Happy Birthday, Jonas #Hofmann ????????????

#HBD | #NationsLeague | @DFB_Team | @DFB_Team_EN",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,09:30:00,"? While the eyes of the world are on Berlin and the #EURO2024 final, two important tournaments for the next generation are set to kick off.

???? Today: #U19WEURO in Lithuania
?? Tomorrow: #U19EURO in Northern Ireland

All you need to know: ??",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,09:57:00,"9 ????? ?????? ?? ???????
#Euro2024",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,10:00:00,"? Kane, Rodri, who else?

Ahead of the #EURO2024 final and the start of #U19EURO tomorrow, we look at some big names who began their journeys at UEFA's youth tournaments: ??",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,10:01:00,"2?7? - Happy Birthday, @cengizunder ??????????

?? in 2021: ?????? #CengizÜnder ?? ????

#EuropeanQualifiers | #WCQ | @MilliTakimlar",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,10:05:00,"In three words: what will happen? ??

#EURO2024 | #ESPENG",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,10:06:00,"Dont miss a bet & get your alerts on! ??  

Go to my profile @BennyBoyTips 
Click the bell icon in the top right
Turn on all post notifications",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,10:22:00,"Get 50/1 for England to have a shot against Spain in the #EURO2024   final
 
Claim here: tinyurl.com/BB50to1-Shot

18+ New Customer Offer, T&C's Apply, BeGambleAware | #ad",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,10:38:00,"With just a few hours to go until the whistle blows for the #EURO2024 Final, we congratulate all the @UEFA match officials. Best wishes to François Letexier and his team for tonight's match to be the perfect conclusion to a tournament of fair play and respect.

#BecomeYourOwnHero",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,10:41:00,"Goal of the semi-finals ?

Lamine Yamal's incredible strike wins it!  ???????

#EUROGOTT |  @AlipayPlus",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,10:43:00,"???????????????????? EURO '96

#EURO2024 | #ESPENG",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,10:44:00,"?? Get 3 X the odds on this price boost tonight!

Harry Kane is currently the leading scorer in the competition.

Add to betslip: tinyurl.com/KANEfinalSOT  

18+ BeGambleAware T's & C's Apply",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,10:47:00,"That's to have over 1 shot on target, so would need to have 2",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,11:01:00,"???? #MatchdayMotivation ft. Lamine #Yamal ????

#EURO2024 | #ESPENG | @SEFutbol | @SpainIsFootball",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,11:03:00,"?? ?????? ?????????????? ??

? That's the projected sum that #EURO2024 will generate for football development projects across our 55 member associations: ??",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,11:04:00,"DOUBLE YOUR MONEY ON KANE TO HAVE A SHOT ON TARGET VS SPAIN WITH PADDY POWER ??

Add to betslip: tinyurl.com/KANEPPEVS

18+ BeGambleAware T's & C's Apply",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,11:09:00,Will England have a shot against Spain tonight? #EURO2024,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,11:27:00,"??? ??????? ?? ?????? ???????? 
????? ????? ??????? .
????? ?? ???? ?? ???? ???? ???????????? ?? ??? ??????? ??????.
#Euro2024",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,11:31:00,"#EURO2024 Matchday im @Oly_Berlin ! ??????

???? @SEFutbol ?? @England ??????????????

#ESPENG | #ESP | #ENG | @visitberlin",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,11:45:00,"???zmirde ya?anan ve hepimizi kahreden ac? olaya dair ?imdiye kadar toplayabildi?im bilgilerden k?sa bir flood olu?turdum.

??Özellikle ba?ka ?ehirlerde ya?ayanlar için özet bir kay?t olsun.  Konunun takipçisi olmaya devam edece?iz. 

?? ?zmirliler Kol k?r?l?r yen içinde kal?r demezler; bilinsin isterim.",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,11:49:00,"?? THANK YOU ??

By supporting #EURO2024, youve helped create a lasting legacy for European football.

Two-thirds of the tournaments net revenue will be reinvested back into the game.",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,12:01:00,"??????

#EURO2024 | #ESPENG | #ESP | #ENG",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,12:31:00,"?? #FanLove ft. #ESPENG ??????????????????

#EURO2024 | @SEFutbol | @England",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,12:42:00,"We have blown the back doors off the #EURO2024 knockout stages, tonight we give it one last push!

List of knockout level 1 & 2 winners

? 32/1  
? 9/1  
? 7/2
? 10/3 x 2 
? 5/2 x 4 

Smash LIKE ?? if you want this tasty little bet for the final!",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,12:43:00,"?????? ???? ????????
#Euro2024",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,12:45:00,"????

#HBD || #UECL",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,13:00:00,"We are already backing EIGHT separate bets in VIP tonight for the game ? 

VIP members who placed every bet we tipped this season with our recommended stakes have returned £1,608 profit ????

New members join for FREE ??
sublaunch.com/lordfootytips",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,13:00:00,"?? £40 CASH GIVEAWAY!!!! 

If Harry Kane has 1+ SOTs tonight in the Spain v England Euro 2024 final ??????????????????

Well giveaway

£20 to someone who LIKES this ??
£20 to someone who RTs this ??
Must FOLLOW @LordFootyTips 

These odds are available on Paddy Power & Sky Bet ?",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,13:06:00,#EURO2024 $BEER game will be published in the next semester!,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,13:08:00,"Get £50 worth of free bets to use on your bet builders

Sign up here: tinyurl.com/50FREE-BB

Place £10 on your first bet and get your free bets when the bet is settled!

18+ BeGambleAware | T&C's Apply | New Customer Offer Ad",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,13:08:00,"My Spain ???? vs ?????????????? England bet builders

Level 1: tinyurl.com/SPAENGL1BB

Level 2: tinyurl.com/SPAENGL2BB

Get £50 Free Bets in thread below...

#EURO2024

18+BeGambleAware",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,13:11:00,"Since 2015, the UEFA Foundation has: 

?? Invested 51 million in 500 projects

?? Benefitted 2.6 million young people across 135 countries

And the work continued during #EURO2024 ??

#EveryChildisaChampion",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,13:16:00,"????

#EURO2024 | #ESPENG | @SEFutbol | @England",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,13:18:00,"?????????????? Joe Hart ??

#UEL",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,13:21:00,"Cengiz Ünder ?

#HBD || #UECL",FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,13:28:00,I think she needs a proper coach not that man he's sleeping with. Did you watch the fight again Esparza?,FIN: England 1-2 Spain,-1.0,euro2024_domain
2024-07-14,13:31:00,"?? 5 billion TV viewers
?? 14 million new followers
?? 5.8 million fan zone visitors
?? 280,000 train tickets
?? 35,000 trained in CPR

#EURO2024 by numbers: ??",FIN: England 1-2 Spain,-1.0,euro2024_domain
